id,Temperature,Humidity,Wind_Speed,Precipitation(%),Cloud_Cover,Atmospheric_Pressure,UV_Index,Season,Visibility(km),Location,Weather_Type,Humidity_Normalized
281,-2,52,13.5,88,cloudy,841.43,2,Summer,1.5,mountain,Sunny,0.3595505617977528
282,12,88,9.5,76,partly cloudy,990.58,1,Spring,5.0,mountain,Rainy,0.7640449438202247
283,11,66,13.5,39,partly cloudy,1005.33,2,Summer,7.5,coastal,Cloudy,0.5168539325842697
284,19,72,11.0,25,overcast,1009.68,4,Spring,7.5,mountain,Cloudy,0.5842696629213483
285,18,87,18.0,58,overcast,1001.57,1,Summer,1.5,inland,Rainy,0.7528089887640449
286,15,98,6.0,84,partly cloudy,1014.45,2,Autumn,3.5,coastal,Rainy,0.8764044943820225
287,13,76,0.0,12,partly cloudy,1006.38,3,Spring,5.5,inland,Cloudy,0.6292134831460674
288,34,24,4.0,13,clear,1020.55,11,Summer,8.0,coastal,Sunny,0.0449438202247191
289,-7,89,1.0,63,overcast,993.79,1,Winter,4.0,mountain,Snowy,0.7752808988764045
290,-8,98,14.5,94,overcast,989.03,0,Winter,4.0,inland,Snowy,0.8764044943820225
291,1,70,16.5,59,overcast,990.8,1,Winter,1.5,mountain,Snowy,0.5617977528089888
292,21,72,19.0,57,overcast,990.71,2,Winter,2.0,coastal,Rainy,0.5842696629213483
293,2,105,10.5,109,overcast,990.79,0,Winter,3.0,mountain,Snowy,0.9550561797752809
294,21,46,7.5,18,clear,1012.01,7,Summer,6.0,coastal,Sunny,0.29213483146067415
295,-2,72,9.5,98,overcast,991.7,1,Winter,1.5,mountain,Snowy,0.5842696629213483
296,31,95,19.0,51,overcast,1013.15,3,Spring,2.5,mountain,Rainy,0.8426966292134831
297,24,77,13.5,89,partly cloudy,1019.08,2,Summer,4.0,inland,Rainy,0.6404494382022472
298,26,68,15.0,53,partly cloudy,1014.58,3,Winter,2.5,inland,Rainy,0.5393258426966292
299,60,86,12.0,86,overcast,1003.36,9,Autumn,2.0,inland,Cloudy,0.7415730337078652
300,22,72,11.0,23,overcast,1015.73,2,Winter,5.5,inland,Cloudy,0.5842696629213483
301,48,79,12.0,88,partly cloudy,1140.24,4,Autumn,17.0,mountain,Snowy,0.6629213483146067
302,32,58,6.5,4,clear,1023.83,6,Summer,9.0,mountain,Sunny,0.42696629213483145
303,-10,63,17.5,70,partly cloudy,993.68,0,Winter,3.5,mountain,Snowy,0.48314606741573035
304,26,67,10.0,27,partly cloudy,1002.53,4,Summer,6.5,inland,Cloudy,0.5280898876404494
305,35,58,3.0,19,clear,1015.4,5,Winter,5.0,mountain,Sunny,0.42696629213483145
306,11,76,6.0,71,partly cloudy,974.29,7,Summer,9.0,coastal,Rainy,0.6292134831460674
307,26,27,5.5,14,partly cloudy,1027.6,7,Spring,7.5,coastal,Sunny,0.07865168539325842
308,43,50,8.0,16,partly cloudy,1017.68,5,Summer,5.5,coastal,Sunny,0.33707865168539325
309,33,58,8.0,41,overcast,1017.0,2,Winter,8.0,coastal,Cloudy,0.42696629213483145
310,5,71,9.5,93,overcast,985.82,6,Winter,6.0,mountain,Snowy,0.5730337078651685
311,23,62,10.0,20,overcast,1003.85,3,Winter,9.0,mountain,Cloudy,0.47191011235955055
312,-6,94,2.5,93,overcast,989.21,1,Winter,1.5,inland,Snowy,0.8314606741573034
313,8,87,10.0,104,overcast,998.66,1,Winter,0.5,mountain,Snowy,0.7528089887640449
314,-6,106,33.0,82,overcast,995.73,1,Winter,1.5,mountain,Snowy,0.9662921348314607
315,31,62,6.0,21,partly cloudy,1015.8,1,Autumn,5.5,inland,Cloudy,0.47191011235955055
316,32,27,8.0,18,partly cloudy,1010.28,8,Spring,5.5,inland,Sunny,0.07865168539325842
317,51,85,13.5,77,clear,1025.39,12,Autumn,5.0,mountain,Sunny,0.7303370786516854
318,20,86,14.0,64,overcast,1000.52,1,Autumn,2.0,coastal,Rainy,0.7415730337078652
319,22,58,13.5,20,overcast,1003.77,3,Winter,7.5,mountain,Cloudy,0.42696629213483145
320,15,74,19.0,81,partly cloudy,1017.45,1,Summer,1.5,inland,Rainy,0.6067415730337079
321,11,82,14.5,96,overcast,1014.44,8,Autumn,7.0,inland,Cloudy,0.6966292134831461
322,19,79,11.0,53,overcast,1016.38,2,Spring,4.0,mountain,Rainy,0.6629213483146067
323,-14,48,5.0,74,partly cloudy,1022.96,8,Spring,5.5,coastal,Rainy,0.3146067415730337
324,14,80,13.0,78,clear,1011.38,4,Autumn,1.5,mountain,Sunny,0.6741573033707865
325,27,73,12.5,26,partly cloudy,1008.72,4,Winter,6.0,mountain,Cloudy,0.5955056179775281
326,21,25,1.0,14,clear,1016.38,5,Autumn,7.0,coastal,Sunny,0.056179775280898875
327,-4,89,15.5,75,partly cloudy,994.04,1,Winter,2.5,mountain,Snowy,0.7752808988764045
328,2,70,17.0,96,partly cloudy,992.06,0,Winter,4.5,inland,Snowy,0.5617977528089888
329,-3,98,0.5,60,partly cloudy,991.41,0,Winter,2.0,mountain,Snowy,0.8764044943820225
330,42,28,8.0,1,partly cloudy,1019.49,9,Spring,6.5,mountain,Sunny,0.0898876404494382
331,18,91,18.0,91,partly cloudy,1000.55,1,Autumn,2.5,coastal,Rainy,0.797752808988764
332,10,88,18.5,92,overcast,998.65,6,Winter,1.5,coastal,Rainy,0.7640449438202247
333,50,72,31.5,86,partly cloudy,1001.25,6,Winter,1.0,inland,Rainy,0.5842696629213483
334,29,63,11.5,52,overcast,1017.35,2,Summer,2.0,inland,Rainy,0.48314606741573035
335,37,62,6.0,6,clear,1021.37,11,Summer,7.0,inland,Sunny,0.47191011235955055
336,16,87,14.0,50,overcast,1001.96,0,Summer,4.5,mountain,Rainy,0.7528089887640449
337,28,52,13.5,30,partly cloudy,1011.14,3,Spring,5.0,coastal,Cloudy,0.3595505617977528
338,16,78,15.0,55,overcast,1012.87,0,Summer,1.0,mountain,Rainy,0.651685393258427
339,11,50,14.0,15,overcast,1003.19,4,Summer,5.5,mountain,Cloudy,0.33707865168539325
340,18,61,5.0,19,partly cloudy,1011.7,2,Spring,6.5,inland,Cloudy,0.4606741573033708
341,1,65,8.0,62,overcast,996.55,0,Winter,5.0,mountain,Snowy,0.5056179775280899
342,12,70,2.5,43,partly cloudy,1016.35,2,Autumn,6.5,coastal,Cloudy,0.5617977528089888
343,12,22,1.0,66,partly cloudy,858.36,13,Winter,3.0,inland,Cloudy,0.02247191011235955
344,12,97,5.5,86,overcast,1005.53,3,Winter,3.0,mountain,Rainy,0.8651685393258427
345,3,73,10.5,65,partly cloudy,993.69,1,Winter,2.5,mountain,Snowy,0.5955056179775281
346,-7,79,13.0,86,overcast,989.76,0,Winter,1.5,mountain,Snowy,0.6629213483146067
347,21,28,7.5,14,clear,1015.26,10,Summer,5.5,inland,Sunny,0.0898876404494382
348,39,74,9.0,87,overcast,1000.45,7,Winter,8.0,inland,Cloudy,0.6067415730337079
349,26,75,17.0,61,overcast,1002.64,0,Summer,1.0,coastal,Rainy,0.6179775280898876
350,0,82,17.0,50,overcast,988.71,1,Winter,4.5,mountain,Snowy,0.6966292134831461
351,27,69,3.0,33,overcast,1018.37,4,Spring,6.5,coastal,Cloudy,0.550561797752809
352,22,21,4.5,19,clear,1026.59,5,Summer,5.0,coastal,Sunny,0.011235955056179775
353,13,75,0.5,33,overcast,1006.64,1,Spring,8.0,mountain,Cloudy,0.6179775280898876
354,25,74,0.0,33,partly cloudy,1011.2,1,Summer,8.0,coastal,Cloudy,0.6067415730337079
355,30,81,17.0,51,overcast,995.93,0,Autumn,1.0,inland,Rainy,0.6853932584269663
356,15,73,23.0,86,partly cloudy,990.25,2,Spring,1.0,coastal,Rainy,0.5955056179775281
357,23,28,5.0,0,partly cloudy,1016.71,11,Winter,10.0,mountain,Sunny,0.0898876404494382
358,37,62,3.0,18,clear,1022.64,10,Winter,9.0,coastal,Sunny,0.47191011235955055
359,-8,95,23.5,107,overcast,985.07,5,Winter,3.5,inland,Snowy,0.8426966292134831
360,5,36,14.5,68,cloudy,1195.34,1,Autumn,16.0,inland,Rainy,0.1797752808988764
361,21,97,19.5,74,overcast,996.4,3,Spring,3.5,inland,Rainy,0.8651685393258427
362,17,51,10.5,21,overcast,1006.16,2,Summer,8.0,inland,Cloudy,0.34831460674157305
363,22,71,9.5,55,overcast,1018.77,1,Summer,3.5,coastal,Rainy,0.5730337078651685
364,36,66,2.0,13,clear,1010.25,6,Summer,6.5,inland,Sunny,0.5168539325842697
365,25,65,7.0,0,clear,1014.06,10,Winter,5.0,coastal,Sunny,0.5056179775280899
366,27,55,4.5,35,partly cloudy,1013.66,1,Spring,5.5,inland,Cloudy,0.39325842696629215
367,54,106,26.0,83,overcast,992.65,1,Winter,0.5,inland,Rainy,0.9662921348314607
368,28,51,6.5,8,partly cloudy,1011.58,10,Autumn,8.5,mountain,Sunny,0.34831460674157305
369,34,69,7.5,32,overcast,1019.04,2,Spring,8.5,mountain,Cloudy,0.550561797752809
370,2,86,1.5,76,overcast,990.66,1,Winter,2.5,inland,Snowy,0.7415730337078652
371,16,58,7.5,38,partly cloudy,1001.5,1,Winter,7.5,coastal,Cloudy,0.42696629213483145
372,-7,85,2.0,99,partly cloudy,993.79,0,Winter,2.5,inland,Snowy,0.7303370786516854
373,-3,81,6.0,87,overcast,985.5,0,Winter,4.5,mountain,Snowy,0.6853932584269663
374,42,39,7.5,17,partly cloudy,1029.23,5,Spring,9.5,inland,Sunny,0.21348314606741572
375,-5,69,17.0,76,overcast,981.49,1,Winter,3.5,inland,Snowy,0.550561797752809
376,12,69,17.5,73,overcast,990.32,2,Autumn,2.0,coastal,Rainy,0.550561797752809
377,10,58,8.5,40,cloudy,1101.7,5,Winter,18.0,coastal,Snowy,0.42696629213483145
378,10,98,14.0,97,overcast,1007.79,1,Spring,4.5,inland,Rainy,0.8764044943820225
379,23,28,6.5,7,clear,1022.75,5,Summer,8.5,coastal,Sunny,0.0898876404494382
380,37,109,22.0,94,overcast,1019.37,0,Autumn,1.5,mountain,Rainy,1.0
381,24,79,12.0,12,partly cloudy,1013.39,3,Spring,6.0,coastal,Cloudy,0.6629213483146067
382,36,96,36.5,91,partly cloudy,996.7,10,Winter,3.0,mountain,Rainy,0.8539325842696629
383,44,29,1.0,12,clear,1012.63,10,Autumn,6.0,inland,Sunny,0.10112359550561797
384,47,108,8.0,94,overcast,1003.87,3,Summer,10.5,mountain,Cloudy,0.9887640449438202
386,30,72,5.5,97,overcast,1011.47,0,Spring,4.0,coastal,Rainy,0.5842696629213483
387,10,94,13.5,62,overcast,1005.18,1,Autumn,5.0,coastal,Rainy,0.8314606741573034
388,28,59,9.0,37,overcast,1004.99,2,Spring,6.0,inland,Cloudy,0.43820224719101125
389,39,24,5.5,9,partly cloudy,1025.3,9,Winter,7.0,coastal,Sunny,0.0449438202247191
390,16,101,34.5,72,overcast,993.43,14,Summer,5.0,inland,Rainy,0.9101123595505618
391,18,94,2.5,109,partly cloudy,1018.62,11,Summer,6.0,coastal,Cloudy,0.8314606741573034
392,23,25,10.0,15,clear,1016.92,7,Spring,8.5,mountain,Sunny,0.056179775280898875
393,29,34,0.5,17,clear,1017.92,10,Spring,6.0,inland,Sunny,0.15730337078651685
394,34,50,7.5,41,partly cloudy,1012.99,2,Winter,7.0,coastal,Cloudy,0.33707865168539325
395,29,61,14.0,33,overcast,1004.54,3,Autumn,5.5,coastal,Cloudy,0.4606741573033708
396,9,108,27.5,103,partly cloudy,1019.52,10,Spring,3.0,coastal,Cloudy,0.9887640449438202
397,-6,103,8.0,88,partly cloudy,995.28,5,Winter,1.5,mountain,Snowy,0.9325842696629213
398,12,74,16.0,78,overcast,994.11,2,Winter,2.0,coastal,Rainy,0.6067415730337079
400,33,34,10.0,2,partly cloudy,1020.04,8,Summer,9.5,mountain,Sunny,0.15730337078651685
401,-8,85,9.0,91,partly cloudy,987.23,1,Winter,2.0,mountain,Snowy,0.7303370786516854
402,29,95,15.0,56,overcast,1005.12,2,Autumn,3.0,mountain,Rainy,0.8426966292134831
403,37,50,2.5,9,clear,1016.98,5,Spring,7.0,inland,Sunny,0.33707865168539325
404,-2,63,7.5,94,overcast,980.74,0,Winter,1.5,inland,Snowy,0.48314606741573035
405,-16,48,9.0,76,cloudy,1157.85,8,Spring,2.5,inland,Cloudy,0.3146067415730337
406,21,68,3.0,30,partly cloudy,1019.34,1,Autumn,8.0,coastal,Cloudy,0.5393258426966292
407,36,21,4.5,19,clear,1020.62,6,Winter,6.5,coastal,Sunny,0.011235955056179775
408,20,51,3.5,34,partly cloudy,1001.09,4,Autumn,7.0,inland,Cloudy,0.34831460674157305
409,21,76,7.0,57,overcast,1014.41,3,Autumn,1.5,coastal,Rainy,0.6292134831460674
410,12,62,5.5,79,partly cloudy,1012.12,4,Winter,5.5,coastal,Rainy,0.47191011235955055
411,12,77,4.0,45,partly cloudy,1008.41,4,Spring,8.5,inland,Cloudy,0.6404494382022472
412,10,57,8.5,36,partly cloudy,1011.7,4,Summer,8.0,coastal,Cloudy,0.4157303370786517
413,34,31,5.0,6,clear,1013.68,7,Spring,7.0,inland,Sunny,0.12359550561797752
414,31,96,14.5,92,overcast,1000.22,12,Summer,10.0,mountain,Cloudy,0.8539325842696629
415,13,97,8.5,96,overcast,1017.24,3,Autumn,3.5,coastal,Rainy,0.8651685393258427
416,32,96,6.5,55,overcast,1002.53,2,Summer,2.5,coastal,Rainy,0.8539325842696629
417,-15,71,14.5,41,partly cloudy,864.56,13,Winter,11.5,coastal,Sunny,0.5730337078651685
418,36,81,7.5,104,overcast,1004.2,8,Autumn,6.0,coastal,Cloudy,0.6853932584269663
419,23,43,5.0,7,clear,1021.71,6,Autumn,9.0,mountain,Sunny,0.25842696629213485
420,30,59,5.5,49,partly cloudy,1001.22,1,Spring,7.5,inland,Cloudy,0.43820224719101125
421,-2,74,7.0,83,overcast,999.2,0,Winter,4.0,inland,Snowy,0.6067415730337079
422,15,88,11.0,60,partly cloudy,999.44,1,Autumn,3.0,mountain,Rainy,0.7640449438202247
423,28,71,10.5,79,overcast,998.57,1,Autumn,2.0,coastal,Rainy,0.5730337078651685
424,0,60,5.0,56,partly cloudy,995.59,1,Winter,1.5,mountain,Snowy,0.449438202247191
425,33,67,4.5,46,overcast,1013.32,4,Spring,9.0,mountain,Cloudy,0.5280898876404494
426,0,88,4.5,59,overcast,983.67,0,Winter,4.0,inland,Snowy,0.7640449438202247
427,32,68,6.0,1,clear,1016.28,10,Spring,9.5,mountain,Sunny,0.5393258426966292
428,28,66,12.5,45,partly cloudy,1000.76,2,Winter,9.0,inland,Cloudy,0.5168539325842697
429,24,66,9.5,47,partly cloudy,1004.79,4,Winter,5.5,coastal,Cloudy,0.5168539325842697
430,35,48,2.5,16,partly cloudy,1015.9,5,Autumn,7.0,mountain,Sunny,0.3146067415730337
431,10,44,7.5,28,partly cloudy,933.43,13,Spring,3.5,mountain,Sunny,0.2696629213483146
432,-8,63,19.5,52,overcast,983.82,0,Winter,2.0,inland,Snowy,0.48314606741573035
433,21,59,2.5,0,clear,1017.02,9,Autumn,6.0,inland,Sunny,0.43820224719101125
434,11,70,7.0,12,partly cloudy,1005.16,3,Autumn,7.5,coastal,Cloudy,0.5617977528089888
435,39,94,15.5,94,overcast,1010.92,5,Autumn,1.5,mountain,Rainy,0.8314606741573034
436,-5,87,3.5,52,overcast,985.21,0,Winter,1.0,inland,Snowy,0.7528089887640449
437,20,78,12.5,89,clear,1016.65,13,Autumn,8.5,mountain,Sunny,0.651685393258427
438,17,74,10.5,103,overcast,1018.89,12,Autumn,6.0,inland,Rainy,0.6067415730337079
439,27,77,0.0,30,overcast,1008.97,4,Summer,8.5,mountain,Cloudy,0.6404494382022472
440,39,60,9.5,13,clear,1013.69,8,Spring,8.0,coastal,Sunny,0.449438202247191
441,1,102,35.0,90,overcast,988.38,5,Winter,4.0,mountain,Snowy,0.9213483146067416
442,13,83,7.0,90,overcast,999.27,2,Winter,1.5,inland,Rainy,0.7078651685393258
443,59,106,8.5,109,clear,1023.39,13,Winter,9.0,mountain,Sunny,0.9662921348314607
444,-1,93,13.5,62,overcast,988.34,0,Winter,3.5,inland,Snowy,0.8202247191011236
445,32,66,1.5,33,partly cloudy,1010.87,1,Spring,8.5,mountain,Cloudy,0.5168539325842697
446,0,78,19.5,85,overcast,998.09,0,Winter,2.0,mountain,Snowy,0.651685393258427
447,-4,61,8.0,73,overcast,990.23,0,Winter,3.5,mountain,Snowy,0.4606741573033708
448,-2,94,14.0,60,partly cloudy,991.2,1,Winter,3.0,inland,Snowy,0.8314606741573034
449,42,26,6.5,6,clear,1011.69,7,Summer,7.5,inland,Sunny,0.06741573033707865
450,11,86,16.0,64,overcast,990.95,2,Summer,2.5,coastal,Rainy,0.7415730337078652
451,25,24,7.5,18,clear,1027.27,5,Winter,8.5,inland,Sunny,0.0449438202247191
452,26,95,12.5,66,overcast,1009.96,1,Summer,2.5,coastal,Rainy,0.8426966292134831
453,14,96,16.0,59,overcast,1016.65,2,Spring,4.0,inland,Rainy,0.8539325842696629
454,-6,69,4.0,74,partly cloudy,982.49,1,Winter,4.0,mountain,Snowy,0.550561797752809
455,18,78,3.0,15,partly cloudy,1011.45,2,Summer,8.5,inland,Cloudy,0.651685393258427
456,28,66,4.0,5,clear,1018.89,7,Summer,9.0,coastal,Sunny,0.5168539325842697
457,27,63,2.5,16,partly cloudy,1029.77,11,Autumn,9.5,mountain,Sunny,0.48314606741573035
458,15,75,6.0,30,partly cloudy,1010.66,2,Summer,6.5,coastal,Cloudy,0.6179775280898876
459,-5,36,9.0,72,partly cloudy,1089.04,3,Winter,2.0,inland,Snowy,0.1797752808988764
460,-2,68,9.0,97,overcast,988.46,0,Winter,4.0,mountain,Snowy,0.5393258426966292
461,31,59,14.5,20,overcast,1001.96,1,Spring,7.5,mountain,Cloudy,0.43820224719101125
462,29,55,7.0,20,overcast,1019.91,4,Spring,5.5,inland,Cloudy,0.39325842696629215
463,18,69,13.5,43,overcast,1003.49,4,Summer,7.5,mountain,Cloudy,0.550561797752809
464,17,54,1.5,20,overcast,1015.92,4,Winter,8.5,coastal,Cloudy,0.38202247191011235
465,32,59,7.5,43,overcast,1010.05,1,Autumn,7.0,coastal,Cloudy,0.43820224719101125
466,32,78,6.5,31,overcast,968.75,1,Spring,5.0,inland,Sunny,0.651685393258427
467,40,96,1.0,88,clear,1021.63,0,Summer,7.5,mountain,Sunny,0.8539325842696629
468,27,77,16.0,95,partly cloudy,1023.17,0,Summer,10.5,coastal,Sunny,0.6404494382022472
469,20,65,10.0,42,cloudy,1080.21,10,Autumn,17.0,coastal,Snowy,0.5056179775280899
470,-8,89,7.0,75,partly cloudy,987.39,1,Winter,4.0,inland,Snowy,0.7752808988764045
471,44,40,6.0,15,clear,1026.5,11,Autumn,6.5,mountain,Sunny,0.2247191011235955
472,17,63,9.0,10,overcast,1011.5,3,Winter,6.5,inland,Cloudy,0.48314606741573035
473,23,109,0.0,91,clear,1029.8,4,Spring,7.0,coastal,Sunny,1.0
474,17,65,15.0,60,partly cloudy,1001.27,3,Autumn,4.0,mountain,Rainy,0.5056179775280899
475,41,38,1.5,8,clear,1028.58,8,Winter,9.5,inland,Sunny,0.20224719101123595
476,13,65,6.5,86,cloudy,899.08,6,Autumn,19.0,inland,Snowy,0.5056179775280899
477,24,54,14.5,10,overcast,1017.7,1,Summer,5.5,coastal,Cloudy,0.38202247191011235
478,25,51,4.0,3,clear,1017.49,9,Summer,7.5,mountain,Sunny,0.34831460674157305
479,22,47,2.5,1,clear,1025.67,7,Autumn,8.5,mountain,Sunny,0.30337078651685395
480,31,106,30.0,76,overcast,1001.99,0,Summer,8.0,coastal,Cloudy,0.9662921348314607
481,2,80,16.0,77,overcast,996.19,4,Winter,1.5,mountain,Snowy,0.6741573033707865
482,33,42,4.0,8,partly cloudy,1021.96,5,Spring,9.0,coastal,Sunny,0.24719101123595505
483,23,23,3.5,8,clear,1027.69,5,Spring,6.5,mountain,Sunny,0.033707865168539325
484,32,61,6.0,97,overcast,1000.84,0,Spring,3.0,inland,Rainy,0.4606741573033708
485,35,29,9.0,20,cloudy,1092.51,7,Autumn,16.0,inland,Cloudy,0.10112359550561797
486,13,50,6.0,13,partly cloudy,1001.38,1,Summer,7.5,mountain,Cloudy,0.33707865168539325
487,12,54,10.5,47,partly cloudy,1007.02,3,Spring,7.0,coastal,Cloudy,0.38202247191011235
488,26,33,7.5,6,clear,1025.21,8,Spring,7.5,mountain,Sunny,0.14606741573033707
489,23,63,3.0,18,clear,1024.52,5,Winter,8.0,inland,Sunny,0.48314606741573035
490,23,104,3.5,76,partly cloudy,1028.36,8,Summer,4.0,coastal,Sunny,0.9438202247191011
491,-3,91,19.5,51,overcast,985.77,0,Winter,2.5,inland,Snowy,0.797752808988764
492,12,56,11.5,26,partly cloudy,1003.73,3,Winter,5.5,coastal,Cloudy,0.4044943820224719
493,-6,95,3.5,82,overcast,990.75,11,Winter,1.0,inland,Snowy,0.8426966292134831
494,5,104,12.5,79,overcast,996.81,0,Winter,5.0,mountain,Snowy,0.9438202247191011
495,4,62,7.0,68,overcast,991.16,0,Winter,4.0,mountain,Snowy,0.47191011235955055
496,-2,71,6.0,91,overcast,989.38,0,Winter,3.0,inland,Snowy,0.5730337078651685
497,22,78,16.5,74,overcast,990.53,3,Summer,4.0,mountain,Rainy,0.651685393258427
498,29,83,17.5,81,overcast,1000.77,2,Winter,4.5,inland,Rainy,0.7078651685393258
499,28,67,2.5,28,partly cloudy,1045.99,8,Summer,3.0,coastal,Cloudy,0.5280898876404494
500,3,74,15.5,92,overcast,981.7,1,Winter,1.5,mountain,Snowy,0.6067415730337079
501,29,82,18.0,78,overcast,991.54,3,Spring,4.0,inland,Rainy,0.6966292134831461
502,-10,75,8.5,94,overcast,990.03,0,Winter,4.0,mountain,Snowy,0.6179775280898876
503,18,75,11.0,20,partly cloudy,1003.14,4,Autumn,7.5,inland,Cloudy,0.6179775280898876
504,39,39,3.5,16,partly cloudy,1014.76,8,Summer,8.0,inland,Sunny,0.21348314606741572
505,26,60,1.5,14,clear,1028.72,5,Autumn,8.5,inland,Sunny,0.449438202247191
506,0,83,18.5,78,overcast,992.31,1,Winter,4.0,mountain,Snowy,0.7078651685393258
507,29,91,19.5,86,overcast,1010.19,0,Winter,4.5,coastal,Rainy,0.797752808988764
508,-7,70,15.0,30,partly cloudy,1105.56,9,Winter,2.5,inland,Snowy,0.5617977528089888
509,2,32,5.0,49,partly cloudy,904.2,0,Spring,3.0,inland,Sunny,0.1348314606741573
510,20,48,9.0,8,clear,1012.09,10,Summer,6.5,coastal,Sunny,0.3146067415730337
511,43,60,3.5,2,clear,1011.03,8,Spring,7.5,mountain,Sunny,0.449438202247191
512,33,69,5.0,81,partly cloudy,994.68,12,Autumn,16.5,inland,Snowy,0.550561797752809
513,26,83,10.5,72,overcast,1004.7,1,Summer,8.0,coastal,Cloudy,0.7078651685393258
514,34,53,6.5,41,partly cloudy,1013.81,1,Winter,8.0,coastal,Cloudy,0.3707865168539326
515,31,71,11.5,51,overcast,999.2,2,Winter,4.0,coastal,Rainy,0.5730337078651685
516,16,103,17.5,95,overcast,1004.72,12,Autumn,1.5,coastal,Cloudy,0.9325842696629213
517,-8,96,16.0,91,overcast,998.14,1,Winter,3.5,inland,Snowy,0.8539325842696629
518,12,56,0.5,48,partly cloudy,1008.67,3,Autumn,7.0,coastal,Cloudy,0.4044943820224719
519,31,95,5.5,79,overcast,994.38,3,Autumn,4.5,coastal,Rainy,0.8426966292134831
520,15,95,5.5,54,overcast,996.04,1,Winter,1.5,mountain,Rainy,0.8426966292134831
521,20,79,9.5,40,partly cloudy,1004.02,1,Spring,5.0,mountain,Cloudy,0.6629213483146067
522,38,40,5.0,11,clear,1010.5,9,Autumn,9.5,coastal,Sunny,0.2247191011235955
523,25,27,4.0,15,clear,1017.86,5,Autumn,7.5,mountain,Sunny,0.07865168539325842
524,34,45,7.0,8,clear,1019.45,9,Winter,7.0,inland,Sunny,0.2808988764044944
525,19,65,5.5,34,partly cloudy,1142.94,5,Winter,1.0,mountain,Sunny,0.5056179775280899
526,27,72,15.5,57,overcast,991.14,1,Summer,4.0,coastal,Rainy,0.5842696629213483
527,37,57,3.5,16,clear,1010.9,5,Autumn,9.5,mountain,Sunny,0.4157303370786517
528,34,79,13.5,89,overcast,990.29,0,Summer,2.5,inland,Rainy,0.6629213483146067
529,-16,98,4.5,73,overcast,994.1,0,Winter,0.0,inland,Snowy,0.8764044943820225
530,31,29,7.0,16,partly cloudy,1023.21,5,Spring,7.0,coastal,Sunny,0.10112359550561797
531,21,108,18.0,96,overcast,992.8,9,Autumn,1.5,mountain,Rainy,0.9887640449438202
532,3,88,19.0,74,overcast,986.86,1,Winter,3.5,inland,Snowy,0.7640449438202247
533,20,21,9.0,9,partly cloudy,1013.66,9,Autumn,7.5,coastal,Sunny,0.011235955056179775
534,31,52,7.0,19,clear,1024.37,7,Summer,8.0,mountain,Sunny,0.3595505617977528
535,39,34,3.5,5,clear,1016.3,7,Spring,7.5,inland,Sunny,0.15730337078651685
537,16,50,9.0,32,partly cloudy,1000.8,1,Autumn,7.5,mountain,Cloudy,0.33707865168539325
538,19,70,26.5,100,overcast,1012.31,9,Summer,2.0,inland,Rainy,0.5617977528089888
539,-9,94,0.0,56,overcast,987.75,1,Winter,3.5,mountain,Snowy,0.8314606741573034
540,19,91,6.5,68,overcast,1016.8,2,Summer,2.0,coastal,Rainy,0.797752808988764
541,-2,83,3.5,52,overcast,999.04,1,Winter,3.5,mountain,Snowy,0.7078651685393258
542,15,79,0.0,39,partly cloudy,1015.32,4,Summer,6.0,coastal,Cloudy,0.6629213483146067
543,-19,51,10.0,26,overcast,1098.88,6,Spring,18.5,mountain,Cloudy,0.34831460674157305
544,26,50,3.0,20,partly cloudy,1008.81,1,Summer,5.5,inland,Cloudy,0.33707865168539325
545,18,98,21.0,92,partly cloudy,1010.14,8,Spring,11.0,coastal,Cloudy,0.8764044943820225
546,44,65,6.5,3,clear,1021.53,8,Autumn,7.0,coastal,Sunny,0.5056179775280899
547,42,52,3.0,12,partly cloudy,1025.53,9,Summer,5.5,mountain,Sunny,0.3595505617977528
548,15,51,14.0,44,partly cloudy,1006.17,2,Summer,7.5,mountain,Cloudy,0.34831460674157305
549,52,101,7.0,96,clear,1021.67,1,Summer,6.5,coastal,Sunny,0.9101123595505618
550,0,89,19.5,54,overcast,994.67,0,Winter,3.5,mountain,Snowy,0.7752808988764045
551,-9,88,5.0,63,overcast,981.68,0,Winter,3.0,inland,Snowy,0.7640449438202247
552,41,46,0.5,11,clear,1023.72,10,Autumn,7.0,inland,Sunny,0.29213483146067415
553,11,68,7.0,81,partly cloudy,1004.46,3,Summer,1.5,inland,Rainy,0.5393258426966292
554,2,41,14.5,94,partly cloudy,1147.75,11,Winter,1.0,mountain,Snowy,0.23595505617977527
555,26,68,6.5,32,overcast,1015.95,2,Spring,6.0,coastal,Cloudy,0.5393258426966292
556,19,87,1.0,70,partly cloudy,1012.87,3,Winter,11.5,inland,Sunny,0.7528089887640449
557,15,99,13.5,80,overcast,1002.93,14,Spring,9.0,coastal,Cloudy,0.8876404494382022
558,33,60,7.0,37,partly cloudy,1009.8,2,Summer,6.0,mountain,Cloudy,0.449438202247191
559,26,71,4.0,39,partly cloudy,1011.13,4,Spring,6.0,coastal,Cloudy,0.5730337078651685
560,31,94,5.0,53,partly cloudy,1000.48,3,Winter,4.0,coastal,Rainy,0.8314606741573034
561,34,89,5.5,85,partly cloudy,994.36,0,Spring,1.5,mountain,Rainy,0.7752808988764045
562,-10,76,17.0,51,overcast,988.06,1,Winter,2.0,mountain,Snowy,0.6292134831460674
